max,min,wind,wind_d,rain,humidi,cloud,pressure,date
34,28,7,E,18.4,74,35,1008,4/11/2013
37,27,8,ENE,0.4,64,37,1009,4/12/2013
32,27,10,E,3.7,64,42,1010,4/13/2013
38,26,11,E,0,61,28,1010,4/14/2013
37,27,12,ESE,0,61,15,1008,4/15/2013
37,27,11,SE,0,64,18,1007,4/16/2013
36,28,12,SSE,9.1,65,28,1007,4/17/2013
37,28,9,S,1.8,62,40,1006,4/18/2013
37,28,10,SSE,3.7,63,28,1007,4/19/2013
36,28,10,SSE,1.2,61,29,1008,4/20/2013
35,27,9,SE,1.3,62,31,1009,4/21/2013
37,28,9,ESE,18.7,64,40,1009,4/22/2013
30,28,5,SE,6.8,74,56,1010,4/23/2013
36,27,11,SE,1.9,67,32,1010,4/24/2013
36,27,12,SE,0,67,14,1010,4/25/2013
37,27,8,SSE,15.1,68,25,1010,4/26/2013
35,28,5,S,5.9,68,31,1009,4/27/2013
34,27,9,SE,32.8,73,51,1009,4/28/2013
35,27,11,SE,0.2,70,20,1009,4/29/2013
37,27,10,SE,0,66,16,1008,4/30/2013
38,28,7,S,8.3,65,22,1007,5/1/2013
36,28,7,S,14.6,69,16,1006,5/2/2013
37,28,8,SSE,2.6,68,20,1006,5/3/2013
35,28,8,SE,16.1,69,27,1008,5/4/2013
37,28,10,ESE,0.8,63,23,1008,5/5/2013
38,29,7,E,13.7,64,29,1008,5/6/2013
36,28,4,E,10.9,71,26,1008,5/7/2013
36,29,7,ESE,18.6,72,32,1008,5/8/2013
35,28,9,SE,8.2,73,44,1008,5/9/2013
36,28,6,SSE,6,68,17,1007,5/10/2013
36,29,8,S,5.3,67,23,1006,5/11/2013
35,29,8,SSW,14.8,72,28,1008,5/12/2013
36,28,7,SW,2.8,69,31,1007,5/13/2013
37,28,8,SW,7.4,67,20,1006,5/14/2013
36,28,9,SW,10,68,30,1005,5/15/2013
35,28,9,SW,13.6,71,29,1006,5/16/2013
35,28,9,SSW,17.6,73,29,1008,5/17/2013
35,28,8,SSW,21.3,73,30,1008,5/18/2013
34,28,8,SSW,13.9,74,27,1008,5/19/2013
35,27,9,SW,22.4,74,27,1008,5/20/2013
34,27,9,SW,9.9,75,22,1007,5/21/2013
36,27,10,SW,11.5,73,21,1007,5/22/2013
35,28,9,SW,24.1,75,27,1008,5/23/2013
34,27,9,SSW,13,76,27,1009,5/24/2013
35,27,8,SW,2.4,71,22,1009,5/25/2013
35,27,8,SW,12.8,74,31,1009,5/26/2013
35,27,8,SW,6,72,16,1008,5/27/2013
34,27,7,SW,15.5,73,19,1008,5/28/2013
34,27,7,SSE,10.6,74,23,1008,5/29/2013
35,27,7,SE,17.8,74,23,1008,5/30/2013
34,27,5,ESE,12.6,75,27,1008,5/31/2013
35,27,7,ESE,16.5,74,31,1007,6/1/2013
34,26,7,SE,3.9,74,39,1006,6/2/2013
34,26,10,SE,15,73,29,1006,6/3/2013
32,27,7,SE,6.6,77,45,1008,6/4/2013
34,26,8,SE,1.3,72,30,1008,6/5/2013
35,26,6,ESE,10.5,71,31,1008,6/6/2013
37,26,5,S,14.5,72,28,1007,6/7/2013
35,27,7,SW,14.8,76,27,1005,6/8/2013
36,27,8,WSW,17.4,78,22,1004,6/9/2013
35,26,12,WSW,6.9,75,20,1003,6/10/2013
34,27,10,SW,10,78,26,1004,6/11/2013
33,26,8,SW,8.8,81,49,1005,6/12/2013
30,26,9,SW,11.7,88,58,1004,6/13/2013
29,25,12,WSW,9.1,89,66,1004,6/14/2013
30,25,10,WSW,10.8,87,57,1004,6/15/2013
29,25,10,SW,6.6,86,44,1005,6/16/2013
30,25,10,WSW,6.8,85,62,1004,6/17/2013
31,25,11,WSW,8.9,86,56,1004,6/18/2013
32,26,13,WSW,25.4,84,44,1004,6/19/2013
31,26,12,WSW,30.8,86,50,1005,6/20/2013
31,26,10,WSW,39.7,88,66,1007,6/21/2013
31,25,13,WSW,31.1,88,46,1006,6/22/2013
31,25,11,SW,9.1,85,31,1006,6/23/2013
32,25,7,SSW,6.5,83,30,1009,6/24/2013
34,26,7,SW,5.2,77,18,1010,6/25/2013
35,25,8,WSW,5.1,76,17,1009,6/26/2013
34,26,8,WSW,2.7,78,27,1008,6/27/2013
34,26,9,SW,10.7,79,30,1007,6/28/2013
34,25,9,WSW,1.6,79,23,1007,6/29/2013
35,26,9,W,4.5,74,27,1007,6/30/2013
34,26,9,WSW,16.6,78,26,1005,7/1/2013
32,26,9,SW,15,83,49,1006,7/2/2013
33,26,6,SSW,13.3,83,61,1007,7/3/2013
34,25,6,SSW,11.3,82,37,1006,7/4/2013
33,25,6,SW,19.8,84,43,1006,7/5/2013
31,25,7,S,12.8,85,51,1007,7/6/2013
31,25,6,SW,7.6,85,57,1008,7/7/2013
33,24,6,SW,14.4,82,57,1009,7/8/2013
32,25,5,WSW,7.1,83,70,1008,7/9/2013
33,25,7,W,0.8,77,34,1008,7/10/2013
34,25,8,W,1.5,77,25,1008,7/11/2013
34,25,10,WNW,0.7,77,23,1007,7/12/2013
35,26,8,W,0.1,75,16,1005,7/13/2013
34,26,10,WSW,2.8,78,30,1005,7/14/2013
33,25,11,WSW,19.7,84,54,1006,7/15/2013
28,24,13,WSW,5.6,89,74,1007,7/16/2013
28,24,11,W,1.8,87,76,1007,7/17/2013
30,25,9,W,9.2,85,58,1005,7/18/2013
30,24,14,WSW,19,89,73,1005,7/19/2013
28,23,13,W,15.3,91,69,1007,7/20/2013
27,24,12,W,18.9,93,71,1005,7/21/2013
30,24,11,WSW,18.6,91,64,1005,7/22/2013
27,24,12,WSW,8.6,93,71,1006,7/23/2013
29,24,10,WSW,6.2,87,57,1008,7/24/2013
31,24,10,WSW,6.3,83,38,1008,7/25/2013
32,25,11,WSW,7.6,81,37,1007,7/26/2013
33,25,11,WSW,8.7,82,31,1008,7/27/2013
33,25,10,WSW,4,81,28,1007,7/28/2013
32,26,12,W,3.6,79,34,1008,7/29/2013
33,25,11,W,19.2,79,47,1007,7/30/2013
31,25,11,W,11.8,84,66,1006,7/31/2013
29,24,12,WSW,6.3,86,68,1005,8/1/2013
30,24,14,SW,25,88,54,1006,8/2/2013
29,24,11,SSW,5.4,88,72,1008,8/3/2013
33,25,5,SW,1,80,43,1009,8/4/2013
32,26,7,W,25.8,82,38,1009,8/5/2013
32,25,9,WSW,21.4,85,61,1007,8/6/2013
33,25,9,WSW,4.9,84,38,1007,8/7/2013
32,26,8,SSW,8,83,27,1008,8/8/2013
33,25,8,WSW,8.6,81,48,1008,8/9/2013
33,25,7,W,19.5,83,66,1008,8/10/2013
32,25,9,WSW,18.6,86,64,1007,8/11/2013
31,25,10,W,13.9,86,61,1006,8/12/2013
31,24,10,WSW,19.2,86,53,1006,8/13/2013
32,24,9,WSW,5,82,49,1007,8/14/2013
32,25,10,WSW,8.2,81,43,1009,8/15/2013
32,25,11,WSW,12.3,81,40,1008,8/16/2013
34,25,12,WSW,2.3,78,16,1007,8/17/2013
34,25,14,WSW,4.1,76,17,1007,8/18/2013
34,25,14,WSW,1,74,23,1006,8/19/2013
34,26,17,WSW,0.3,70,16,1006,8/20/2013
33,26,14,WSW,12.5,75,30,1006,8/21/2013
32,25,16,WSW,18.2,79,41,1006,8/22/2013
31,25,13,WSW,17,80,60,1007,8/23/2013
32,25,13,WSW,8.1,79,37,1007,8/24/2013
32,25,11,WSW,12.9,81,56,1007,8/25/2013
32,25,8,W,5.3,79,38,1007,8/26/2013
32,25,10,W,2.5,80,56,1007,8/27/2013
33,25,8,WSW,13.9,79,45,1008,8/28/2013
33,25,10,SW,8.2,82,32,1008,8/29/2013
33,25,9,SW,4,81,31,1009,8/30/2013
34,26,8,SSW,2.1,79,28,1008,8/31/2013
34,25,6,SSE,4.9,78,24,1010,9/1/2013
35,26,6,SE,1.8,75,18,1010,9/2/2013
35,25,5,S,6.1,77,29,1009,9/3/2013
33,26,5,SSW,5.7,80,35,1009,9/4/2013
34,26,5,SSW,5.9,77,26,1008,9/5/2013
35,26,4,SSE,17,78,27,1009,9/6/2013
35,26,5,SE,32.1,79,33,1009,9/7/2013
33,25,6,ESE,21.7,81,36,1010,9/8/2013
33,25,6,SE,2,80,40,1009,9/9/2013
33,25,5,SSE,6.2,79,36,1007,9/10/2013
32,25,6,SSE,3,81,43,1007,9/11/2013
30,25,7,SSW,4.7,88,63,1009,9/12/2013
32,25,8,SW,10.1,85,62,1009,9/13/2013
30,25,9,WSW,23.4,89,70,1008,9/14/2013
32,24,10,W,5.2,83,47,1007,9/15/2013
30,25,10,W,2.3,82,72,1007,9/16/2013
28,24,12,W,24.8,90,81,1007,9/17/2013
28,24,15,W,3.2,87,47,1006,9/18/2013
31,24,15,W,14.3,84,61,1005,9/19/2013
30,24,13,WSW,14.9,85,52,1006,9/20/2013
27,24,11,WSW,9.5,91,51,1007,9/21/2013
31,24,13,WSW,18.8,86,50,1006,9/22/2013
31,24,15,WSW,8.1,83,54,1006,9/23/2013
32,25,11,SW,20.8,85,43,1007,9/24/2013
31,25,10,WSW,22.1,84,38,1008,9/25/2013
30,25,10,W,1.7,83,49,1009,9/26/2013
31,25,8,W,23.4,87,54,1008,9/27/2013
30,25,9,WNW,1.8,88,53,1007,9/28/2013
31,25,8,WNW,17,85,40,1005,9/29/2013
31,24,10,W,8.5,85,39,1005,9/30/2013
32,24,8,WSW,11.6,84,47,1007,10/1/2013
30,25,10,WNW,34.5,89,69,1009,10/2/2013
30,24,11,WSW,12.5,88,53,1009,10/3/2013
31,24,9,SW,17.8,85,42,1008,10/4/2013
31,24,9,S,21,88,49,1007,10/5/2013
30,24,9,SSE,18.3,90,61,1008,10/6/2013
30,24,8,SSE,14,88,56,1009,10/7/2013
32,24,6,SSW,21.9,86,41,1009,10/8/2013
31,24,7,WNW,25.2,87,62,1010,10/9/2013
32,24,3,S,17.8,85,29,1010,10/10/2013
33,24,3,S,6.4,82,33,1009,10/11/2013
33,24,5,SW,8.2,84,42,1008,10/12/2013
32,24,5,SSW,6.7,83,44,1008,10/13/2013
31,25,9,W,3.9,83,32,1006,10/14/2013
31,25,11,SW,5.5,86,25,1007,10/15/2013
32,24,10,S,9.5,84,30,1009,10/16/2013
32,24,9,ESE,1.3,83,20,1010,10/17/2013
32,24,5,ESE,10.2,84,31,1010,10/18/2013
32,25,4,SW,7,84,26,1010,10/19/2013
33,25,5,SSE,6.4,84,33,1010,10/20/2013
32,25,5,ESE,1.9,81,29,1009,10/21/2013
33,25,5,SSW,3.9,81,35,1010,10/22/2013
33,25,5,S,3.4,81,32,1010,10/23/2013
33,24,6,SSW,4.2,82,26,1010,10/24/2013
33,23,5,SSW,11,82,20,1011,10/25/2013
33,23,7,S,2.6,82,15,1012,10/26/2013
32,24,5,ESE,1.7,81,19,1011,10/27/2013
33,23,4,SSW,2.1,79,13,1012,10/28/2013
34,24,5,SSE,3.3,79,16,1012,10/29/2013
33,24,5,SSE,5.8,80,22,1011,10/30/2013
33,24,5,ESE,2.1,81,28,1011,10/31/2013
33,24,4,SW,3.7,82,27,1010,11/1/2013
33,24,5,SE,2,79,19,1010,11/2/2013
34,24,4,WSW,0.5,77,8,1010,11/3/2013
33,24,4,WSW,0.6,78,18,1010,11/4/2013
35,25,4,SSW,0.6,78,12,1010,11/5/2013
33,25,6,SSW,11.4,81,32,1008,11/6/2013
29,24,8,ESE,18.3,90,70,1009,11/7/2013
33,23,7,ESE,0.9,82,26,1008,11/8/2013
32,24,8,WNW,0,80,23,1007,11/9/2013
33,25,8,WSW,1.1,80,29,1007,11/10/2013
32,24,7,SSE,4.1,85,42,1008,11/11/2013
34,24,7,SE,8.6,82,31,1008,11/12/2013
32,24,7,E,4.3,83,29,1008,11/13/2013
32,25,6,WSW,0.3,79,29,1008,11/14/2013
26,23,7,WSW,14.7,91,81,1009,11/15/2013
32,23,9,E,1.7,83,42,1009,11/16/2013
33,25,5,ESE,2.9,80,31,1010,11/17/2013
33,24,5,NE,3.1,79,21,1010,11/18/2013
32,23,8,NE,3.2,77,20,1010,11/19/2013
32,23,7,ENE,5.9,78,28,1009,11/20/2013
29,24,9,ENE,4.7,86,64,1009,11/21/2013
31,23,8,E,1.4,82,47,1009,11/22/2013
32,24,9,E,0.2,77,37,1009,11/23/2013
33,24,6,ESE,5.8,78,20,1009,11/24/2013
33,24,7,SE,8.1,83,24,1009,11/25/2013
33,24,4,SSW,20.9,82,40,1008,11/26/2013
33,25,8,ESE,13.5,80,34,1009,11/27/2013
33,25,4,E,6.7,80,26,1011,11/28/2013
33,24,7,E,4.6,79,37,1011,11/29/2013
32,23,6,E,0,78,22,1010,11/30/2013
32,23,7,ESE,0,73,40,1011,12/1/2013
31,22,7,WSW,0,73,22,1010,12/2/2013
32,22,6,WNW,0,75,27,1010,12/3/2013
32,23,4,SE,7.2,78,45,1009,12/4/2013
30,23,5,E,1.6,83,56,1009,12/5/2013
30,23,5,S,0.6,78,45,1009,12/6/2013
31,22,3,SW,0.3,76,33,1010,12/7/2013
32,22,5,SSW,0,74,18,1010,12/8/2013
32,22,4,S,0,77,9,1009,12/9/2013
34,23,6,E,0,76,7,1008,12/10/2013
35,23,4,SSW,0,77,11,1009,12/11/2013
33,23,4,SE,0,76,16,1008,12/12/2013
32,25,4,S,3.1,77,28,1009,12/13/2013
30,25,6,E,2,79,56,1009,12/14/2013
33,24,10,E,0,77,47,1009,12/15/2013
32,25,8,E,1.9,78,59,1009,12/16/2013
31,22,9,S,22.6,84,73,1009,12/17/2013
27,21,9,NW,5.4,86,72,1010,12/18/2013
29,22,5,W,2.3,81,58,1011,12/19/2013
29,22,7,NNW,1.4,76,50,1012,12/20/2013
29,20,8,WNW,0.1,75,67,1013,12/21/2013
29,21,6,SSW,3.9,80,45,1013,12/22/2013
31,22,7,WSW,1.6,79,49,1013,12/23/2013
30,22,6,W,1.9,77,42,1013,12/24/2013
30,23,6,SSE,0.5,78,36,1012,12/25/2013
31,21,5,WSW,0.2,73,13,1012,12/26/2013
29,22,4,SSE,0.7,74,36,1012,12/27/2013
26,21,5,ESE,0.6,80,52,1012,12/28/2013
28,20,5,SSW,0.7,79,43,1012,12/29/2013
30,21,6,SE,0.1,76,43,1013,12/30/2013
29,21,3,SE,0.3,77,34,1013,12/31/2013
29,21,5,SSW,0,72,29,1012,1/1/2014
31,23,6,S,0,75,47,1012,1/2/2014
32,22,5,SW,0,74,15,1012,1/3/2014
33,23,6,S,3,74,38,1011,1/4/2014
31,23,6,SSW,1.7,79,43,1010,1/5/2014
30,23,6,SE,0.2,76,29,1010,1/6/2014
32,22,6,SW,0.2,70,22,1011,1/7/2014
31,25,6,SE,0,70,42,1011,1/8/2014
31,23,7,ESE,0.1,68,36,1011,1/9/2014
32,23,6,E,0,66,42,1012,1/10/2014
33,24,5,ESE,0,63,34,1013,1/11/2014
33,25,4,SSE,1.4,70,38,1013,1/12/2014
33,23,5,ENE,0.4,71,38,1012,1/13/2014
31,21,5,SE,0,67,30,1013,1/14/2014
34,21,7,SSE,0,63,2,1015,1/15/2014
32,20,4,W,0,63,5,1015,1/16/2014
34,20,4,SSE,0,66,8,1014,1/17/2014
31,20,8,ESE,0,62,17,1016,1/18/2014
31,19,10,S,0,58,10,1016,1/19/2014
30,18,7,SSE,0,62,21,1015,1/20/2014
30,20,7,S,0,62,36,1015,1/21/2014
31,18,8,SE,0,58,13,1015,1/22/2014
28,19,6,SSW,0,62,6,1015,1/23/2014
33,18,5,SW,0,62,2,1013,1/24/2014
30,19,8,ESE,0,71,12,1012,1/25/2014
31,20,7,E,0,69,14,1013,1/26/2014
32,21,7,ESE,0,66,7,1013,1/27/2014
31,21,6,S,0,69,30,1012,1/28/2014
30,22,7,SE,0,67,29,1013,1/29/2014
32,21,7,SE,0,66,9,1013,1/30/2014
31,23,7,SSE,0,67,12,1013,1/31/2014
32,21,6,S,0,68,29,1012,2/1/2014
33,22,8,S,0,68,14,1010,2/2/2014
37,21,7,SSW,0,67,7,1008,2/3/2014
32,22,12,SE,0,69,20,1008,2/4/2014
33,22,12,SE,0.3,73,24,1008,2/5/2014
34,22,13,SE,0,73,20,1008,2/6/2014
35,20,11,SE,0,73,22,1008,2/7/2014
34,20,8,SSE,0,72,28,1008,2/8/2014
37,20,7,SSE,0,66,6,1007,2/9/2014
37,23,9,SE,0,67,7,1008,2/10/2014
34,24,8,E,4.8,72,44,1009,2/11/2014
35,24,9,ESE,0.5,69,29,1009,2/12/2014
33,24,11,ESE,3.2,66,29,1011,2/13/2014
35,24,9,ESE,0,62,17,1011,2/14/2014
35,23,10,E,0,63,14,1011,2/15/2014
36,23,12,ESE,0,63,11,1012,2/16/2014
35,23,12,ESE,0,65,17,1014,2/17/2014
36,24,10,SE,0,64,7,1012,2/18/2014
35,23,10,SE,0.9,70,23,1011,2/19/2014
35,23,8,ESE,0,61,33,1012,2/20/2014
35,24,7,ESE,2.7,63,37,1014,2/21/2014
35,24,10,ESE,0,62,24,1013,2/22/2014
34,24,10,ESE,0,62,23,1013,2/23/2014
35,23,8,ESE,0,61,12,1013,2/24/2014
36,23,9,SE,0,63,6,1013,2/25/2014
36,23,12,SE,0,64,7,1012,2/26/2014
38,24,10,ESE,0,60,3,1013,2/27/2014
36,23,12,SE,0,62,7,1012,2/28/2014
37,23,10,SE,0,67,12,1012,3/1/2014
37,23,11,SE,0,67,16,1011,3/2/2014
36,23,11,SE,0,64,14,1011,3/3/2014
37,23,12,SE,0,67,11,1012,3/4/2014
35,23,13,SE,0,67,9,1013,3/5/2014
35,23,15,SE,0,66,14,1012,3/6/2014
36,24,13,SE,0,67,21,1012,3/7/2014
36,24,14,SE,0,63,28,1013,3/8/2014
37,24,13,SE,0,65,12,1012,3/9/2014
36,24,14,ESE,0,61,14,1013,3/10/2014
37,25,12,ESE,0,58,12,1012,3/11/2014
39,25,12,ESE,0,59,14,1012,3/12/2014
38,24,10,ESE,0,65,17,1011,3/13/2014
38,26,13,SE,0,64,19,1011,3/14/2014
39,26,11,E,0,53,9,1011,3/15/2014
39,26,11,E,0,53,31,1012,3/16/2014
39,27,12,ESE,0.6,59,20,1012,3/17/2014
39,26,12,ESE,0,61,14,1011,3/18/2014
36,25,13,SE,0,64,33,1011,3/19/2014
38,25,7,S,0,62,26,1010,3/20/2014
34,26,15,SE,0.3,66,40,1009,3/21/2014
38,26,11,ESE,0,55,21,1009,3/22/2014
38,26,11,ESE,0.4,54,25,1011,3/23/2014
27,26,10,E,0,72,11,1012,3/24/2014
35,26,11,SE,1,61,55,1011,3/25/2014
35,25,11,ESE,0.7,60,49,1011,3/26/2014
37,27,11,ESE,0.2,60,42,1009,3/27/2014
37,26,12,SE,0.6,64,42,1009,3/28/2014
37,27,11,SE,1.4,64,23,1009,3/29/2014
37,26,13,SE,0,66,17,1009,3/30/2014
37,26,11,SSE,0.2,66,24,1008,3/31/2014
38,26,10,SSE,0.1,63,32,1008,4/1/2014
37,26,10,SSE,0,62,14,1008,4/2/2014
36,27,12,SE,2.1,65,31,1009,4/3/2014
37,27,12,SE,4.8,65,30,1010,4/4/2014
38,27,11,SE,2,61,29,1011,4/5/2014
36,27,6,SE,28.7,65,39,1012,4/6/2014
35,27,8,SE,20.4,69,34,1012,4/7/2014
35,27,10,SSE,15.4,68,27,1012,4/8/2014
37,26,8,SE,5.1,69,31,1010,4/9/2014
34,26,11,SE,7.9,68,47,1010,4/10/2014
36,26,9,SE,5.7,67,36,1010,4/11/2014
35,26,10,SSE,4.3,67,27,1010,4/12/2014
35,26,9,SE,1.2,65,25,1010,4/13/2014
36,27,10,SE,2.8,65,23,1010,4/14/2014
36,26,8,SE,4.7,65,27,1010,4/15/2014
35,27,8,SSE,5.8,65,26,1009,4/16/2014
36,26,10,SSE,1.7,62,43,1009,4/17/2014
36,27,9,SE,0.8,62,31,1010,4/18/2014
35,27,10,SSE,0.1,63,32,1009,4/19/2014
36,27,10,SSE,8.3,66,31,1009,4/20/2014
38,27,9,SSE,18.2,67,34,1009,4/21/2014
37,27,8,SE,13,65,38,1010,4/22/2014
37,27,10,SE,0,63,16,1009,4/23/2014
36,27,11,SE,0.6,65,32,1008,4/24/2014
39,27,8,SE,0.9,63,17,1009,4/25/2014
37,28,8,SSE,2.6,61,32,1009,4/26/2014
37,28,12,SE,1.6,63,40,1009,4/27/2014
36,28,10,SE,15.2,66,39,1010,4/28/2014
35,28,6,E,8,67,43,1010,4/29/2014
36,27,4,SSE,15.5,66,43,1009,4/30/2014
36,28,7,SE,6.3,65,43,1009,5/1/2014
36,28,9,ESE,16.3,66,22,1010,5/2/2014
35,28,10,ESE,21.7,70,28,1010,5/3/2014
38,27,7,E,9.6,68,25,1009,5/4/2014
37,28,11,ESE,3.3,66,19,1008,5/5/2014
38,28,11,ESE,3.3,63,19,1009,5/6/2014
38,28,7,ESE,14.1,65,31,1009,5/7/2014
37,28,7,SE,21.2,70,31,1009,5/8/2014
36,28,7,SSE,6.9,68,34,1009,5/9/2014
36,28,8,S,9.5,68,40,1008,5/10/2014
36,28,8,SSW,1,65,43,1008,5/11/2014
36,28,9,S,15.7,68,39,1009,5/12/2014
36,27,9,SSW,6.9,69,25,1008,5/13/2014
36,28,8,SSW,9.6,69,22,1007,5/14/2014
36,28,10,SW,14.2,71,20,1006,5/15/2014
36,28,9,SSW,16.8,72,25,1006,5/16/2014
35,28,7,SSW,22.5,74,22,1008,5/17/2014
35,28,6,SSE,7.4,72,25,1008,5/18/2014
37,28,7,SSE,9.3,69,19,1009,5/19/2014
35,28,7,S,12.2,72,28,1008,5/20/2014
37,28,7,SSW,0.7,67,20,1007,5/21/2014
36,28,7,SSW,6.4,68,22,1006,5/22/2014
36,28,7,SW,17.8,71,33,1008,5/23/2014
37,28,7,S,15.1,71,24,1009,5/24/2014
35,27,9,SE,6.3,72,21,1009,5/25/2014
35,27,10,SE,4.7,73,25,1009,5/26/2014
36,27,7,SSE,6.3,70,21,1008,5/27/2014
36,27,5,SW,16.2,71,35,1008,5/28/2014
36,28,7,SW,10.2,72,24,1007,5/29/2014
36,28,8,S,13.6,75,20,1006,5/30/2014
34,27,7,S,3.7,75,28,1007,5/31/2014
35,27,6,SSE,17.5,75,28,1007,6/1/2014
35,28,5,WSW,12.9,81,48,1007,6/2/2014
35,27,6,SSW,3.1,77,23,1005,6/3/2014
35,27,7,SW,15.1,77,28,1005,6/4/2014
34,27,10,SW,3.1,77,42,1005,6/5/2014
34,27,10,SW,14.8,79,32,1005,6/6/2014
36,26,8,WSW,5,75,19,1005,6/7/2014
36,27,8,SW,2.3,74,22,1004,6/8/2014
35,27,11,WSW,11.8,78,22,1004,6/9/2014
35,27,9,W,8.1,78,46,1004,6/10/2014
33,26,10,WSW,9.7,83,64,1004,6/11/2014
32,26,11,WSW,5,84,72,1004,6/12/2014
32,26,10,SW,16.5,84,64,1005,6/13/2014
31,26,6,W,5.9,83,43,1007,6/14/2014
34,26,7,SW,9.8,79,51,1007,6/15/2014
33,26,7,SW,4.5,82,60,1007,6/16/2014
32,25,7,SSW,0.8,82,48,1007,6/17/2014
32,26,7,SW,26,85,58,1008,6/18/2014
33,26,9,SW,9.9,81,47,1007,6/19/2014
32,25,11,SW,12.8,82,41,1007,6/20/2014
30,26,11,WSW,9,86,72,1009,6/21/2014
32,25,9,WSW,18.5,84,65,1009,6/22/2014
32,25,11,W,8.5,80,57,1007,6/23/2014
33,25,12,WSW,21.4,81,51,1007,6/24/2014
32,25,8,SW,8.3,85,66,1008,6/25/2014
33,25,8,NW,0.8,76,42,1009,6/26/2014
34,26,8,W,4.2,73,15,1009,6/27/2014
32,26,12,WSW,9.6,79,26,1007,6/28/2014
30,25,9,WSW,8.1,84,38,1007,6/29/2014
33,25,11,SW,15,83,37,1007,6/30/2014
33,25,11,WSW,1.3,77,27,1009,7/1/2014
34,25,9,WSW,2.6,76,28,1008,7/2/2014
34,26,10,W,13.3,80,30,1005,7/3/2014
34,26,10,WSW,10.6,80,38,1005,7/4/2014
33,26,10,WSW,14.5,84,57,1006,7/5/2014
33,25,9,WSW,3.1,82,44,1007,7/6/2014
32,25,13,WSW,18.6,81,41,1006,7/7/2014
31,25,12,WSW,21.8,84,40,1005,7/8/2014
32,25,12,WSW,3.3,82,64,1006,7/9/2014
32,25,13,W,0.7,78,57,1007,7/10/2014
33,25,13,WNW,0,70,49,1007,7/11/2014
34,26,8,WSW,11.8,79,46,1007,7/12/2014
32,25,8,SW,21.1,86,53,1006,7/13/2014
29,24,10,SW,9.3,90,70,1008,7/14/2014
32,25,6,SSW,3.5,82,54,1009,7/15/2014
33,25,10,WSW,8.5,80,45,1008,7/16/2014
34,25,11,WSW,2.7,80,32,1006,7/17/2014
31,25,14,WSW,3.2,81,39,1006,7/18/2014
32,25,12,SW,1.6,77,29,1008,7/19/2014
34,25,8,W,3.3,74,25,1009,7/20/2014
32,25,9,WSW,8.4,82,64,1008,7/21/2014
29,24,10,WSW,8.4,89,63,1007,7/22/2014
28,25,14,WSW,7.6,86,66,1008,7/23/2014
31,24,12,WSW,6.3,81,51,1008,7/24/2014
32,24,10,SW,19.3,79,43,1008,7/25/2014
32,25,9,SW,13.6,83,40,1009,7/26/2014
32,25,10,WSW,12.5,83,44,1009,7/27/2014
33,25,12,W,11.4,80,46,1008,7/28/2014
32,25,12,WSW,11.6,80,49,1007,7/29/2014
30,25,11,WSW,17.8,87,52,1007,7/30/2014
32,25,11,WSW,13.8,82,54,1007,7/31/2014
31,25,13,WSW,13.1,83,37,1007,8/1/2014
33,25,13,WSW,5.3,79,39,1007,8/2/2014
31,24,13,WSW,3,77,61,1007,8/3/2014
32,25,12,WSW,15.4,79,53,1007,8/4/2014
29,25,12,WSW,5.4,86,62,1008,8/5/2014
31,24,9,WSW,17.7,86,66,1009,8/6/2014
33,25,10,WSW,7.7,78,47,1009,8/7/2014
33,25,9,WSW,3,77,48,1009,8/8/2014
34,25,8,WSW,9.6,75,33,1010,8/9/2014
35,25,8,W,0,70,17,1010,8/10/2014
35,26,12,WSW,1.5,71,16,1008,8/11/2014
35,26,10,WSW,0.2,71,17,1007,8/12/2014
35,26,10,WSW,0.6,69,20,1008,8/13/2014
35,26,8,SSW,2.8,73,15,1009,8/14/2014
35,26,7,SSW,16.2,77,24,1010,8/15/2014
35,26,7,SW,4.2,75,27,1009,8/16/2014
34,26,6,SW,3.8,76,21,1008,8/17/2014
35,26,7,SW,3,76,36,1010,8/18/2014
33,26,6,S,1.1,83,60,1010,8/19/2014
34,26,6,SSW,11.6,78,38,1009,8/20/2014
34,25,6,SSW,9,78,27,1009,8/21/2014
35,26,5,SSE,2.5,76,18,1009,8/22/2014
36,26,4,S,4.9,74,27,1009,8/23/2014
35,26,5,WSW,27,79,39,1008,8/24/2014
33,26,6,WSW,16.6,82,60,1008,8/25/2014
30,26,7,WSW,5.3,84,49,1008,8/26/2014
32,25,7,SW,2.6,84,56,1007,8/27/2014
28,25,8,SSW,1.8,87,66,1008,8/28/2014
31,24,7,SSW,6.5,86,63,1009,8/29/2014
32,24,9,WSW,4.2,84,54,1009,8/30/2014
32,24,7,WSW,8.5,82,42,1007,8/31/2014
31,24,10,SW,15.3,84,47,1008,9/1/2014
33,24,7,SW,3,79,23,1009,9/2/2014
33,25,7,WSW,1.6,77,29,1010,9/3/2014
33,25,8,W,3.8,77,31,1008,9/4/2014
31,25,7,WNW,4.9,83,53,1007,9/5/2014
32,25,6,W,17.1,85,59,1007,9/6/2014
30,25,11,WSW,8.2,86,58,1009,9/7/2014
30,24,12,WSW,12.6,84,64,1009,9/8/2014
33,24,9,SW,9.2,83,43,1008,9/9/2014
31,25,10,SW,16,86,53,1009,9/10/2014
32,25,8,WSW,7.9,82,58,1009,9/11/2014
30,25,11,WSW,26,87,40,1008,9/12/2014
